Standard,Grade,type,answer_text,questionattemptid,total_rubric_score,Audio Link,Transcription,whisper_words,whisper_segments,whisper_language,Audio Audible,Transcript Acceptable
tx,8,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738940895244_17520356_3.mp3,142898650,0,https://drive.google.com/file/d/1mc5-oW6PbSdj_IMCBhKIx4jmp1PZTDLi/view?usp=sharing," On the first picture, there is two scouts, one and a boat. There is a big scuck drinking some water or whatever, there's no boat. The second scuck was in the side of the boat. On the second picture, there is a dog outside horse where the grass is barking at the city. There is a scarf, probably scared, is shaped like a human scared, like if somebody saw something. On the board of nature, there is a person taking the mask, a dog, he is in the shower with bubbles and the person that's washing them has a hand on his head. and","[{""word"": ""On"", ""start"": 0.02, ""end"": 0.64}, {""word"": ""the"", ""start"": 0.64, ""end"": 0.8}, {""word"": ""first"", ""start"": 0.8, ""end"": 1.14}, {""word"": ""picture,"", ""start"": 1.14, ""end"": 1.96}, {""word"": ""there"", ""start"": 1.96, ""end"": 2.2}, {""word"": ""is"", ""start"": 2.2, ""end"": 2.44}, {""word"": ""two"", ""start"": 2.44, ""end"": 2.8}, {""word"": ""scouts,"", ""start"": 2.8, ""end"": 3.64}, {""word"": ""one"", ""start"": 3.64, ""end"": 3.88}, {""word"": ""and"", ""start"": 3.88, ""end"": 4.56}, {""word"": ""a"", ""start"": 4.56, ""end"": 4.84}, {""word"": ""boat."", ""start"": 4.84, ""end"": 4.96}, {""word"": ""There"", ""start"": 5.94, ""end"": 6.14}, {""word"": ""is"", ""start"": 6.14, ""end"": 6.44}, {""word"": ""a"", ""start"": 6.44, ""end"": 6.7}, {""word"": ""big"", ""start"": 6.7, ""end"": 6.92}, {""word"": ""scuck"", ""start"": 6.92, ""end"": 7.4}, {""word"": ""drinking"", ""start"": 7.4, ""end"": 8.38}, {""word"": ""some"", ""start"": 8.38, ""end"": 8.8}, {""word"": ""water"", ""start"": 8.8, ""end"": 9.16}, {""word"": ""or"", ""start"": 9.16, ""end"": 9.52}, {""word"": ""whatever,"", ""start"": 9.52, ""end"": 10.22}, {""word"": ""there's"", ""start"": 10.22, ""end"": 10.5}, {""word"": ""no"", ""start"": 10.5, ""end"": 10.78}, {""word"": ""boat."", ""start"": 10.78, ""end"": 11.28}, {""word"": ""The"", ""start"": 12.46, ""end"": 12.6}, {""word"": ""second"", ""start"": 12.6, ""end"": 13.08}, {""word"": ""scuck"", ""start"": 13.08, ""end"": 14.02}, {""word"": ""was"", ""start"": 14.02, ""end"": 14.58}, {""word"": ""in"", ""start"": 14.58, ""end"": 14.88}, {""word"": ""the"", ""start"": 14.88, ""end"": 15.14}, {""word"": ""side"", ""start"": 15.14, ""end"": 15.4}, {""word"": ""of"", ""start"": 15.4, ""end"": 15.72}, {""word"": ""the"", ""start"": 15.72, ""end"": 16.02}, {""word"": ""boat."", ""start"": 16.02, ""end"": 16.58}, {""word"": ""On"", ""start"": 16.68, ""end"": 17.2}, {""word"": ""the"", ""start"": 17.2, ""end"": 17.34}, {""word"": ""second"", ""start"": 17.34, ""end"": 17.66}, {""word"": ""picture,"", ""start"": 17.66, ""end"": 18.5}, {""word"": ""there"", ""start"": 18.5, ""end"": 18.6}, {""word"": ""is"", ""start"": 18.6, ""end"": 18.84}, {""word"": ""a"", ""start"": 18.84, ""end"": 19.16}, {""word"": ""dog"", ""start"": 19.16, ""end"": 19.34}, {""word"": ""outside"", ""start"": 19.34, ""end"": 19.82}, {""word"": ""horse"", ""start"": 19.82, ""end"": 20.32}, {""word"": ""where"", ""start"": 20.32, ""end"": 20.68}, {""word"": ""the"", ""start"": 20.68, ""end"": 20.82}, {""word"": ""grass"", ""start"": 20.82, ""end"": 21.14}, {""word"": ""is"", ""start"": 21.14, ""end"": 21.46}, {""word"": ""barking"", ""start"": 21.46, ""end"": 22.42}, {""word"": ""at"", ""start"": 22.42, ""end"": 23.6}, {""word"": ""the"", ""start"": 23.6, ""end"": 23.88}, {""word"": ""city."", ""start"": 23.88, ""end"": 24.24}, {""word"": ""There"", ""start"": 24.22, ""end"": 24.9}, {""word"": ""is"", ""start"": 24.9, ""end"": 25.16}, {""word"": ""a"", ""start"": 25.16, ""end"": 27.84}, {""word"": ""scarf,"", ""start"": 27.84, ""end"": 28.82}, {""word"": ""probably"", ""start"": 28.82, ""end"": 29.54}, {""word"": ""scared,"", ""start"": 29.54, ""end"": 30.28}, {""word"": ""is"", ""start"": 30.28, ""end"": 30.34}, {""word"": ""shaped"", ""start"": 30.34, ""end"": 30.72}, {""word"": ""like"", ""start"": 30.72, ""end"": 31.04}, {""word"": ""a"", ""start"": 31.04, ""end"": 31.18}, {""word"": ""human"", ""start"": 31.18, ""end"": 31.4}, {""word"": ""scared,"", ""start"": 31.4, ""end"": 32.04}, {""word"": ""like"", ""start"": 32.04, ""end"": 32.92}, {""word"": ""if"", ""start"": 32.92, ""end"": 33.1}, {""word"": ""somebody"", ""start"": 33.1, ""end"": 33.54}, {""word"": ""saw"", ""start"": 33.54, ""end"": 34.9}, {""word"": ""something."", ""start"": 34.9, ""end"": 35.7}, {""word"": ""On"", ""start"": 36.32, ""end"": 36.54}, {""word"": ""the"", ""start"": 36.54, ""end"": 36.76}, {""word"": ""board"", ""start"": 36.76, ""end"": 36.96}, {""word"": ""of"", ""start"": 36.96, ""end"": 37.14}, {""word"": ""nature,"", ""start"": 37.14, ""end"": 37.86}, {""word"": ""there"", ""start"": 37.86, ""end"": 38}, {""word"": ""is"", ""start"": 38, ""end"": 38.26}, {""word"": ""a"", ""start"": 38.26, ""end"": 38.52}, {""word"": ""person"", ""start"": 38.52, ""end"": 39.82}, {""word"": ""taking"", ""start"": 39.82, ""end"": 41.48}, {""word"": ""the"", ""start"": 41.48, ""end"": 41.78}, {""word"": ""mask,"", ""start"": 41.78, ""end"": 42.66}, {""word"": ""a"", ""start"": 42.66, ""end"": 42.84}, {""word"": ""dog,"", ""start"": 42.84, ""end"": 43.58}, {""word"": ""he"", ""start"": 43.58, ""end"": 43.74}, {""word"": ""is"", ""start"": 43.74, ""end"": 43.96}, {""word"": ""in"", ""start"": 43.96, ""end"": 44.06}, {""word"": ""the"", ""start"": 44.06, ""end"": 44.18}, {""word"": ""shower"", ""start"": 44.18, ""end"": 44.54}, {""word"": ""with"", ""start"": 44.54, ""end"": 44.88}, {""word"": ""bubbles"", ""start"": 44.88, ""end"": 45.36}, {""word"": ""and"", ""start"": 45.36, ""end"": 45.74}, {""word"": ""the"", ""start"": 45.74, ""end"": 45.96}, {""word"": ""person"", ""start"": 45.96, ""end"": 47.94}, {""word"": ""that's"", ""start"": 47.94, ""end"": 48.46}, {""word"": ""washing"", ""start"": 48.46, ""end"": 49.4}, {""word"": ""them"", ""start"": 49.4, ""end"": 49.76}, {""word"": ""has"", ""start"": 49.76, ""end"": 51.1}, {""word"": ""a"", ""start"": 51.1, ""end"": 51.36}, {""word"": ""hand"", ""start"": 51.36, ""end"": 51.76}, {""word"": ""on"", ""start"": 51.76, ""end"": 52.04}, {""word"": ""his"", ""start"": 52.04, ""end"": 52.26}, {""word"": ""head."", ""start"": 52.26, ""end"": 52.7}, {""word"": ""and"", ""start"": 52.22, ""end"": 53.06}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.94, ""text"": "" On the first picture, there is two scouts, one and a boat."", ""tokens"": [50365, 1282, 264, 700, 3036, 11, 456, 307, 732, 795, 7711, 11, 472, 293, 257, 6582, 13, 50612], ""temperature"": 0, ""avg_logprob"": -0.37228268, ""compression_ratio"": 1.7115384, ""no_speech_prob"": 1.6737719e-11}, {""id"": 1, ""seek"": 0, ""start"": 5.58, ""end"": 11.14, ""text"": "" There is a big scuck drinking some water or whatever, there's no boat."", ""tokens"": [50644, 821, 307, 257, 955, 795, 1134, 7583, 512, 1281, 420, 2035, 11, 456, 311, 572, 6582, 13, 50922], ""temperature"": 0, ""avg_logprob"": -0.37228268, ""compression_ratio"": 1.7115384, ""no_speech_prob"": 1.6737719e-11}, {""id"": 2, ""seek"": 0, ""start"": 12.02, ""end"": 16.28, ""text"": "" The second scuck was in the side of the boat."", ""tokens"": [50966, 440, 1150, 795, 1134, 390, 294, 264, 1252, 295, 264, 6582, 13, 51179], ""temperature"": 0, ""avg_logprob"": -0.37228268, ""compression_ratio"": 1.7115384, ""no_speech_prob"": 1.6737719e-11}, {""id"": 3, ""seek"": 0, ""start"": 17.04, ""end"": 24.22, ""text"": "" On the second picture, there is a dog outside horse where the grass is barking at the city."", ""tokens"": [51217, 1282, 264, 1150, 3036, 11, 456, 307, 257, 3000, 2380, 6832, 689, 264, 8054, 307, 32995, 412, 264, 2307, 13, 51576], ""temperature"": 0, ""avg_logprob"": -0.37228268, ""compression_ratio"": 1.7115384, ""no_speech_prob"": 1.6737719e-11}, {""id"": 4, ""seek"": 2422, ""start"": 24.22, ""end"": 35.22, ""text"": "" There is a scarf, probably scared, is shaped like a human scared, like if somebody saw something."", ""tokens"": [50365, 821, 307, 257, 29086, 11, 1391, 5338, 11, 307, 13475, 411, 257, 1952, 5338, 11, 411, 498, 2618, 1866, 746, 13, 50915], ""temperature"": 0, ""avg_logprob"": -0.44494677, ""compression_ratio"": 1.59375, ""no_speech_prob"": 2.3458274e-11}, {""id"": 5, ""seek"": 2422, ""start"": 35.22, ""end"": 52.22, ""text"": "" On the board of nature, there is a person taking the mask, a dog, he is in the shower with bubbles and the person that's washing them has a hand on his head."", ""tokens"": [50915, 1282, 264, 3150, 295, 3687, 11, 456, 307, 257, 954, 1940, 264, 6094, 11, 257, 3000, 11, 415, 307, 294, 264, 10128, 365, 16295, 293, 264, 954, 300, 311, 13836, 552, 575, 257, 1011, 322, 702, 1378, 13, 51765], ""temperature"": 0, ""avg_logprob"": -0.44494677, ""compression_ratio"": 1.59375, ""no_speech_prob"": 2.3458274e-11}, {""id"": 6, ""seek"": 5222, ""start"": 52.22, ""end"": 55.82, ""text"": "" and"", ""tokens"": [50365, 293, 50545], ""temperature"": 1, ""avg_logprob"": -1.7500864, ""compression_ratio"": 0.27272728, ""no_speech_prob"": 6.172357e-11}]",English,No,Yes
tx,9,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1746634665975_16803982_3.mp3,137707062,0,https://drive.google.com/file/d/1QBcGwNzMH30OA_veBXEvkmoeiEt12bK6/view?usp=sharing, Hey.,"[{""word"": ""Hey."", ""start"": 0.14, ""end"": 0.58}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.18, ""text"": "" Hey."", ""tokens"": [50365, 1911, 13, 50474], ""temperature"": 0, ""avg_logprob"": -0.42678714, ""compression_ratio"": 0.33333334, ""no_speech_prob"": 1.4212796e-10}]",English,No,Yes
wida,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734020370453_11684650_2.mp3,92389755,0,https://drive.google.com/file/d/1JUSRkqpjQiYjUUp6aIiKYlLe6zAlc8gz/view?usp=sharing, A table in fruits,"[{""word"": ""A"", ""start"": 0.48, ""end"": 0.62}, {""word"": ""table"", ""start"": 0.62, ""end"": 1.1}, {""word"": ""in"", ""start"": 1.1, ""end"": 1.5}, {""word"": ""fruits"", ""start"": 1.5, ""end"": 2.14}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.44, ""text"": "" A table in fruits"", ""tokens"": [50365, 316, 3199, 294, 12148, 50537], ""temperature"": 0, ""avg_logprob"": -0.15240073, ""compression_ratio"": 0.68, ""no_speech_prob"": 2.2787752e-10}]",Icelandic,Yes,Yes
wida,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1731692512572_8697966_2.mp3,69463070,0,https://drive.google.com/file/d/16feN8YWuj5tcg5KX8EA-Z_rOpifrkAMW/view?usp=sharing, I see a girl and a magnifying glass.,"[{""word"": ""I"", ""start"": 1.02, ""end"": 1.18}, {""word"": ""see"", ""start"": 1.18, ""end"": 1.56}, {""word"": ""a"", ""start"": 1.56, ""end"": 1.76}, {""word"": ""girl"", ""start"": 1.76, ""end"": 2.26}, {""word"": ""and"", ""start"": 2.26, ""end"": 3.18}, {""word"": ""a"", ""start"": 3.18, ""end"": 3.46}, {""word"": ""magnifying"", ""start"": 3.46, ""end"": 4.12}, {""word"": ""glass."", ""start"": 4.12, ""end"": 5.68}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 5.66, ""text"": "" I see a girl and a magnifying glass."", ""tokens"": [50365, 286, 536, 257, 2013, 293, 257, 4944, 5489, 4276, 13, 50648], ""temperature"": 0, ""avg_logprob"": -0.041048482, ""compression_ratio"": 0.85714287, ""no_speech_prob"": 1.5440065e-10}]",Icelandic,Yes,Yes
wida,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738864718179_17342083_5.mp3,141699997,0,https://drive.google.com/file/d/124caUSRsawqYTQdJiPZVPLNDvcL885uK/view?usp=sharing," Míka, þú voru hann upp enn?","[{""word"": ""M\u00edka,"", ""start"": 1.06, ""end"": 1.56}, {""word"": ""\u00fe\u00fa"", ""start"": 1.56, ""end"": 1.66}, {""word"": ""voru"", ""start"": 1.66, ""end"": 4.28}, {""word"": ""hann"", ""start"": 4.28, ""end"": 4.5}, {""word"": ""upp"", ""start"": 4.5, ""end"": 4.76}, {""word"": ""enn?"", ""start"": 4.76, ""end"": 5.3}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 8.5, ""text"": "" M\u00edka, \u00fe\u00fa voru hann upp enn?"", ""tokens"": [50365, 376, 870, 2330, 11, 43219, 2481, 4245, 84, 276, 969, 11775, 465, 77, 30, 50790], ""temperature"": 0, ""avg_logprob"": -0.8067515, ""compression_ratio"": 0.7894737, ""no_speech_prob"": 1.8967074e-10}]",Icelandic,No,Yes
wida,12,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1743201570803_21950310_3.mp3,172889859,0,https://drive.google.com/file/d/1V80-ahhM_IBQlUlpo4l5cZPu9wToCmpo/view?usp=sharing, A calculator and keys.,"[{""word"": ""A"", ""start"": 1.7, ""end"": 1.88}, {""word"": ""calculator"", ""start"": 1.88, ""end"": 2.38}, {""word"": ""and"", ""start"": 2.38, ""end"": 3.32}, {""word"": ""keys."", ""start"": 3.32, ""end"": 4.84}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.82, ""text"": "" A calculator and keys."", ""tokens"": [50365, 316, 24993, 293, 9317, 13, 50606], ""temperature"": 0, ""avg_logprob"": -0.12892412, ""compression_ratio"": 0.73333335, ""no_speech_prob"": 2.0033028e-10}]",English,Yes,Yes
wida,2,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1731598618713_8402087_2.mp3,67210868,0,https://drive.google.com/file/d/1rKJ-wKwOfe0t1SFhbKNypAWksHHpsNmc/view?usp=sharing, Obrigado.,"[{""word"": ""Obrigado."", ""start"": 0, ""end"": 1.22}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1, ""text"": "" Obrigado."", ""tokens"": [50365, 45619, 1573, 13, 50415], ""temperature"": 0, ""avg_logprob"": -0.4875642, ""compression_ratio"": 0.5294118, ""no_speech_prob"": 9.145445e-11}]",Portuguese,No,Yes
wida,3,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1743736696456_22373447_2.mp3,176075562,0,https://drive.google.com/file/d/1YRfckJTkArr4Z6iqdwfSoV2f-2EwZaeI/view?usp=sharing, I see two girls and a potion.,"[{""word"": ""I"", ""start"": 0.34, ""end"": 0.58}, {""word"": ""see"", ""start"": 0.58, ""end"": 0.82}, {""word"": ""two"", ""start"": 0.82, ""end"": 1.1}, {""word"": ""girls"", ""start"": 1.1, ""end"": 1.54}, {""word"": ""and"", ""start"": 1.54, ""end"": 1.88}, {""word"": ""a"", ""start"": 1.88, ""end"": 2.08}, {""word"": ""potion."", ""start"": 2.08, ""end"": 2.86}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.64, ""text"": "" I see two girls and a potion."", ""tokens"": [50365, 286, 536, 732, 4519, 293, 257, 39113, 13, 50597], ""temperature"": 0, ""avg_logprob"": -0.041891173, ""compression_ratio"": 0.7837838, ""no_speech_prob"": 2.0625736e-10}]",English,Yes,Yes
wida,4,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734374666234_12107409_4.mp3,95652356,0,https://drive.google.com/file/d/1079Sk2rAX3E2RnVP_KpPQ1NKvjV7bNCm/view?usp=sharing, Let's go.,"[{""word"": ""Let's"", ""start"": 0, ""end"": 0.76}, {""word"": ""go."", ""start"": 0.76, ""end"": 1.06}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 0.84, ""text"": "" Let's go."", ""tokens"": [50365, 961, 311, 352, 13, 50407], ""temperature"": 0.4, ""avg_logprob"": -0.95207816, ""compression_ratio"": 0.5294118, ""no_speech_prob"": 2.6272048e-10}]",English,No,No
wida,5,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1745253920265_23267113_3.mp3,182883582,0,https://drive.google.com/file/d/1DSoSS2Sf0CRV27WvBLF4YpvCewMZ8_JF/view?usp=sharing," I see a dog, I can't smile.","[{""word"": ""I"", ""start"": 0.04, ""end"": 0.46}, {""word"": ""see"", ""start"": 0.46, ""end"": 0.7}, {""word"": ""a"", ""start"": 0.7, ""end"": 0.88}, {""word"": ""dog,"", ""start"": 0.88, ""end"": 4.7}, {""word"": ""I"", ""start"": 4.7, ""end"": 4.84}, {""word"": ""can't"", ""start"": 4.84, ""end"": 5.56}, {""word"": ""smile."", ""start"": 5.56, ""end"": 6.16}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 6.14, ""text"": "" I see a dog, I can't smile."", ""tokens"": [50365, 286, 536, 257, 3000, 11, 286, 393, 380, 7563, 13, 50672], ""temperature"": 0, ""avg_logprob"": -0.41694996, ""compression_ratio"": 0.7714286, ""no_speech_prob"": 3.1837352e-10}]",English,No,Yes
wida,6,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734030205693_11742633_4.mp3,92847795,0,https://drive.google.com/file/d/1kKuK_cdO7JyjT_ryDkIcZ1tRMWdoEKSj/view?usp=sharing, Það var ein fæður.,"[{""word"": ""\u00dea\u00f0"", ""start"": 0.46, ""end"": 0.9}, {""word"": ""var"", ""start"": 0.9, ""end"": 1.14}, {""word"": ""ein"", ""start"": 1.14, ""end"": 1.78}, {""word"": ""f\u00e6\u00f0ur."", ""start"": 1.78, ""end"": 2.94}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.44, ""text"": "" \u00dea\u00f0 var ein f\u00e6\u00f0ur."", ""tokens"": [50365, 690, 252, 64, 23436, 1374, 1343, 283, 7303, 23436, 374, 13, 50537], ""temperature"": 0, ""avg_logprob"": -0.3370331, ""compression_ratio"": 0.7096774, ""no_speech_prob"": 2.2110985e-10}]",Icelandic,No,Yes
wida,7,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1746712521298_24071549_3.mp3,189079033,0,https://drive.google.com/file/d/1CvKi7sVFSkOxcwtRk8Xg6w9hAkPiD06G/view?usp=sharing, Einya,"[{""word"": ""Einya"", ""start"": 4.54, ""end"": 4.58}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 5.22, ""text"": "" Einya"", ""tokens"": [50365, 462, 28507, 50626], ""temperature"": 1, ""avg_logprob"": -3.6281204, ""compression_ratio"": 0.3846154, ""no_speech_prob"": 4.3590978e-10}]",Icelandic,No,Yes
wida,8,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1741366173529_20092494_4.mp3,159431593,0,https://drive.google.com/file/d/12ozYkN2uTIb5CA6za5cpMcwV1Cf_Bntd/view?usp=sharing, Thank you.,"[{""word"": ""Thank"", ""start"": 0, ""end"": 0.22}, {""word"": ""you."", ""start"": 0.22, ""end"": 0.24}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 29.98, ""text"": "" Thank you."", ""tokens"": [50365, 1044, 291, 13, 51864], ""temperature"": 0, ""avg_logprob"": -0.2962569, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 1.4929832e-10}]",English,No,Yes
ca,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1738018841676_15224707_1.mp3,125426213,0,https://drive.google.com/file/d/1bReSyTO9QQNImXsCStQNOvit-QAXS9W5/view?usp=sharing," The kitchen and the mom, they're picking up.","[{""word"": ""The"", ""start"": 1.74, ""end"": 1.92}, {""word"": ""kitchen"", ""start"": 1.92, ""end"": 2.42}, {""word"": ""and"", ""start"": 2.42, ""end"": 2.76}, {""word"": ""the"", ""start"": 2.76, ""end"": 2.9}, {""word"": ""mom,"", ""start"": 2.9, ""end"": 3.24}, {""word"": ""they're"", ""start"": 3.24, ""end"": 3.32}, {""word"": ""picking"", ""start"": 3.32, ""end"": 3.8}, {""word"": ""up."", ""start"": 3.8, ""end"": 6.1}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 6.14, ""text"": "" The kitchen and the mom, they're picking up."", ""tokens"": [50365, 440, 6525, 293, 264, 1225, 11, 436, 434, 8867, 493, 13, 50672], ""temperature"": 0, ""avg_logprob"": -0.4614742, ""compression_ratio"": 0.9166667, ""no_speech_prob"": 1.8116782e-10}]",Icelandic,No,Yes
ca,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1742494110822_21372440_1.mp3,168547649,0,https://drive.google.com/file/d/1gJ5hAx9ewFTORjdd2H4qUfA1PAiwgX88/view?usp=sharing, Hlynurairs.,"[{""word"": ""Hlynurairs."", ""start"": 0.02, ""end"": 10.34}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 10.38, ""text"": "" Hlynurairs."", ""tokens"": [50365, 389, 9896, 374, 4094, 13, 50884], ""temperature"": 1, ""avg_logprob"": -3.9889736, ""compression_ratio"": 0.57894737, ""no_speech_prob"": 3.4071837e-10}]",Icelandic,No,Yes
ca,3,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1740373503987_18956814_3.mp3,152210941,0,https://drive.google.com/file/d/145wN87FRpmwAj-YfvKvHqlyTOE9Xe1XL/view?usp=sharing, I don't know.,"[{""word"": ""I"", ""start"": 0, ""end"": 0.14}, {""word"": ""don't"", ""start"": 0.14, ""end"": 0.22}, {""word"": ""know."", ""start"": 0.22, ""end"": 0.58}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 0.56, ""text"": "" I don't know."", ""tokens"": [50365, 286, 500, 380, 458, 13, 50393], ""temperature"": 0, ""avg_logprob"": -0.20901719, ""compression_ratio"": 0.61904764, ""no_speech_prob"": 1.4702269e-10}]",English,Yes,Yes
ca,5,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1740437810175_19375734_2.mp3,154827740,0,https://drive.google.com/file/d/1nHyIBROGmf_kBnMTzwxvNMyWwePjmTWB/view?usp=sharing, Takk.,"[{""word"": ""Takk."", ""start"": 0.02, ""end"": 0.5}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 1.82, ""text"": "" Takk."", ""tokens"": [50365, 9118, 74, 13, 50456], ""temperature"": 1, ""avg_logprob"": -1.9920862, ""compression_ratio"": 0.3846154, ""no_speech_prob"": 4.0055645e-10}]",Icelandic,No,Yes
ca,7,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1733543934088_11032562_1.mp3,87184184,0,https://drive.google.com/file/d/14-7wQXryAhzRLYJNUS7A0doyb4o_GK6I/view?usp=sharing, Það er tjótín og eina part.,"[{""word"": ""\u00dea\u00f0"", ""start"": 0.44, ""end"": 0.74}, {""word"": ""er"", ""start"": 0.74, ""end"": 0.8}, {""word"": ""tj\u00f3t\u00edn"", ""start"": 0.8, ""end"": 1.34}, {""word"": ""og"", ""start"": 1.34, ""end"": 1.62}, {""word"": ""eina"", ""start"": 1.62, ""end"": 1.94}, {""word"": ""part."", ""start"": 1.94, ""end"": 2.66}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.38, ""text"": "" \u00dea\u00f0 er tj\u00f3t\u00edn og eina part."", ""tokens"": [50365, 690, 252, 64, 23436, 1189, 256, 73, 34712, 10973, 5360, 1343, 64, 644, 13, 50534], ""temperature"": 0, ""avg_logprob"": -0.43832242, ""compression_ratio"": 0.775, ""no_speech_prob"": 2.1075452e-10}]",Icelandic,No,No
ca,k,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/ca_auto_audios/1740600593556_19981151_3.mp3,158705288,0,https://drive.google.com/file/d/1LF5noRhmZJrGhACxBZDciRjjpb1z5C2O/view?usp=sharing, Bíttín,"[{""word"": ""B\u00edtt\u00edn"", ""start"": 0.26, ""end"": 1.06}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.06, ""text"": "" B\u00edtt\u00edn"", ""tokens"": [50365, 363, 870, 6319, 10973, 50468], ""temperature"": 0, ""avg_logprob"": -0.54717034, ""compression_ratio"": 0.5, ""no_speech_prob"": 1.8590099e-10}]",Icelandic,Yes,No
tx,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1739301430342_18049563_1.mp3,146486743,0,https://drive.google.com/file/d/1Q5WNW_DKhadIt7Y6dpH6WFl-rjP0Cf6D/view?usp=sharing, .,"[{""word"": ""."", ""start"": 0, ""end"": 0.72}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 18.26, ""text"": "" ."", ""tokens"": [50365, 2411, 51278], ""temperature"": 0, ""avg_logprob"": -0.8904059, ""compression_ratio"": 0.11111111, ""no_speech_prob"": 1.0324796e-10}]",English,No,No
